qid,question_kind,condition,model,run,outcome,class,correct,prompt_tokens,out_tokens,latency,sql
dd_active_customers,drilldown,U,gemini-2.5-flash-lite,0,ok,hallucinated,0,323,28,0.44,SELECT   COUNT(DISTINCT customer_key) FROM orders WHERE   status = 1
dd_top_customer,drilldown,S,gemini-2.5-flash,0,ok,correct,1,1122,83,1.7,"SELECT m0.customer_id AS customer_id, m0.customer_name AS customer_name, m0.net_revenue AS net_revenue FROM (SELECT orders.customer_key AS customer_id, customers.full_name AS customer_name, SUM(order_items.quantity * order_items.unit_price * (1 - order_items.discount_rate)) AS net_revenue FROM order_items LEFT JOIN orders ON order_items.order_id = orders.order_id LEFT JOIN customers ON orders.customer_key = customers.customer_id WHERE orders.status IN (3,4) GROUP BY 1, 2) m0 ORDER BY net_revenue"
dd_active_customers,drilldown,U,gemini-2.5-flash-lite,1,ok,hallucinated,0,323,28,0.35,SELECT   COUNT(DISTINCT customer_key) FROM orders WHERE   status = 1
dd_top_customer,drilldown,P,gemini-3.5-flash,0,refusal,refused,0,275,28,1.38,REFUSE: The available summary tables do not contain customer-level data (such as customer ID or name) required to identify individual customer spending.
dd_active_customers,drilldown,U,gemini-2.5-flash-lite,2,ok,hallucinated,0,323,28,0.41,SELECT   COUNT(DISTINCT customer_key) FROM orders WHERE   status = 1
dd_active_customers,drilldown,P,gemini-2.5-flash-lite,0,refusal,refused,0,268,12,0.43,REFUSE: The available tables do not contain customer information.
dd_active_customers,drilldown,P,gemini-2.5-flash-lite,1,refusal,refused,0,268,12,0.43,REFUSE: The available tables do not contain customer information.
dd_top_customer,drilldown,P,gemini-3.5-flash,1,refusal,refused,0,275,29,1.28,REFUSE: The available summary tables do not contain customer-level data (such as customer ID or name) required to identify individual customer spending.
dd_top_customer,drilldown,S,gemini-2.5-flash,1,ok,correct,1,1122,83,1.61,"SELECT m0.customer_id AS customer_id, m0.customer_name AS customer_name, m0.net_revenue AS net_revenue FROM (SELECT orders.customer_key AS customer_id, customers.full_name AS customer_name, SUM(order_items.quantity * order_items.unit_price * (1 - order_items.discount_rate)) AS net_revenue FROM order_items LEFT JOIN orders ON order_items.order_id = orders.order_id LEFT JOIN customers ON orders.customer_key = customers.customer_id WHERE orders.status IN (3,4) GROUP BY 1, 2) m0 ORDER BY net_revenue"
dd_top_customer,drilldown,U,gemini-2.5-pro,1,ok,hallucinated,0,330,97,7.17,"SELECT     c.full_name,     SUM(oi.line_total) AS total_spent FROM customers AS c JOIN orders AS o   ON c.customer_id = o.customer_key JOIN order_items AS oi   ON o.order_id = oi.order_id GROUP BY   c.full_name ORDER BY   total_spent DESC LIMIT 1"
dd_active_customers,drilldown,P,gemini-2.5-flash-lite,2,refusal,refused,0,268,12,0.42,REFUSE: The available tables do not contain customer information.
dd_active_customers,drilldown,S,gemini-2.5-flash-lite,0,ok,correct,1,1115,24,0.38,"SELECT m0.active_customers AS active_customers FROM (SELECT COUNT(DISTINCT orders.customer_key) AS active_customers FROM orders  WHERE orders.status IN (3,4)) m0"
dd_active_customers,drilldown,S,gemini-2.5-flash-lite,1,ok,correct,1,1115,24,0.41,"SELECT m0.active_customers AS active_customers FROM (SELECT COUNT(DISTINCT orders.customer_key) AS active_customers FROM orders  WHERE orders.status IN (3,4)) m0"
dd_top_customer,drilldown,P,gemini-3.5-flash,2,refusal,refused,0,275,28,1.32,REFUSE: The available summary tables do not contain customer-level data (such as customer ID or name) required to identify individual customer spending.
dd_active_customers,drilldown,S,gemini-2.5-flash-lite,2,ok,correct,1,1115,24,0.36,"SELECT m0.active_customers AS active_customers FROM (SELECT COUNT(DISTINCT orders.customer_key) AS active_customers FROM orders  WHERE orders.status IN (3,4)) m0"
dd_top_customer,drilldown,S,gemini-2.5-flash,2,ok,correct,1,1122,83,1.52,"SELECT m0.customer_id AS customer_id, m0.customer_name AS customer_name, m0.net_revenue AS net_revenue FROM (SELECT orders.customer_key AS customer_id, customers.full_name AS customer_name, SUM(order_items.quantity * order_items.unit_price * (1 - order_items.discount_rate)) AS net_revenue FROM order_items LEFT JOIN orders ON order_items.order_id = orders.order_id LEFT JOIN customers ON orders.customer_key = customers.customer_id WHERE orders.status IN (3,4) GROUP BY 1, 2) m0 ORDER BY net_revenue"
dd_region_by_category,drilldown,U,gemini-2.5-flash-lite,0,ok,hallucinated,0,330,141,0.54,"SELECT   p.category,   SUM(oi.line_total) - SUM(COALESCE(r.refund_amount, 0)) AS net_revenue FROM order_items AS oi JOIN products AS p   ON oi.product_key = p.product_key JOIN orders AS o   ON oi.order_id = o.order_id LEFT JOIN returns AS r   ON oi.order_id = r.order_id AND oi.line_number = r.line_number WHERE   o.ship_region = 'West' GROUP BY   p.category"
dd_region_by_category,drilldown,U,gemini-2.5-flash-lite,1,ok,hallucinated,0,330,141,0.72,"SELECT   p.category,   SUM(oi.line_total) - SUM(COALESCE(r.refund_amount, 0)) AS net_revenue FROM order_items AS oi JOIN products AS p   ON oi.product_key = p.product_key JOIN orders AS o   ON oi.order_id = o.order_id LEFT JOIN returns AS r   ON oi.order_id = r.order_id AND oi.line_number = r.line_number WHERE   o.ship_region = 'West' GROUP BY   p.category"
dd_region_by_category,drilldown,U,gemini-2.5-flash-lite,2,ok,hallucinated,0,330,141,0.7,"SELECT   p.category,   SUM(oi.line_total) - SUM(COALESCE(r.refund_amount, 0)) AS net_revenue FROM order_items AS oi JOIN products AS p   ON oi.product_key = p.product_key JOIN orders AS o   ON oi.order_id = o.order_id LEFT JOIN returns AS r   ON oi.order_id = r.order_id AND oi.line_number = r.line_number WHERE   o.ship_region = 'West' GROUP BY   p.category"
dd_region_by_category,drilldown,P,gemini-2.5-flash-lite,0,refusal,refused,0,275,78,0.68,"REFUSE: The `gold_revenue_by_region_month` table contains revenue by region and month, and the `gold_sales_by_category` table contains revenue by product category. However, there is no table that links revenue by region to revenue by product category. Therefore, it is not possible to determine net revenue broken down by product category for a specific region."
dd_region_by_category,drilldown,P,gemini-2.5-flash-lite,1,refusal,refused,0,275,78,0.62,"REFUSE: The `gold_revenue_by_region_month` table contains revenue by region and month, and the `gold_sales_by_category` table contains revenue by product category. However, there is no table that links revenue by region to revenue by product category. Therefore, it is not possible to determine net revenue broken down by product category for a specific region."
dd_region_by_category,drilldown,P,gemini-2.5-flash-lite,2,refusal,refused,0,275,78,0.65,"REFUSE: The `gold_revenue_by_region_month` table contains revenue by region and month, and the `gold_sales_by_category` table contains revenue by product category. However, there is no table that links revenue by region to revenue by product category. Therefore, it is not possible to determine net revenue broken down by product category for a specific region."
dd_top_customer,drilldown,U,gemini-2.5-pro,2,ok,hallucinated,0,330,97,5.21,"SELECT     c.full_name,     SUM(oi.line_total) AS total_spend FROM customers AS c JOIN orders AS o     ON c.customer_id = o.customer_key JOIN order_items AS oi     ON o.order_id = oi.order_id GROUP BY     c.full_name ORDER BY     total_spend DESC LIMIT 1"
dd_region_by_category,drilldown,S,gemini-2.5-flash-lite,0,ok,correct,1,1122,74,0.57,"SELECT m0.product_category AS product_category, m0.net_revenue AS net_revenue FROM (SELECT products.category AS product_category, SUM(order_items.quantity * order_items.unit_price * (1 - order_items.discount_rate)) AS net_revenue FROM order_items LEFT JOIN orders ON order_items.order_id = orders.order_id LEFT JOIN products ON order_items.product_key = products.product_key WHERE orders.status IN (3,4) AND orders.ship_region = 'West' GROUP BY 1) m0"
dd_region_by_category,drilldown,S,gemini-2.5-flash-lite,1,ok,correct,1,1122,74,0.43,"SELECT m0.product_category AS product_category, m0.net_revenue AS net_revenue FROM (SELECT products.category AS product_category, SUM(order_items.quantity * order_items.unit_price * (1 - order_items.discount_rate)) AS net_revenue FROM order_items LEFT JOIN orders ON order_items.order_id = orders.order_id LEFT JOIN products ON order_items.product_key = products.product_key WHERE orders.status IN (3,4) AND orders.ship_region = 'West' GROUP BY 1) m0"
dd_region_by_category,drilldown,S,gemini-2.5-flash-lite,2,ok,correct,1,1122,74,0.5,"SELECT m0.product_category AS product_category, m0.net_revenue AS net_revenue FROM (SELECT products.category AS product_category, SUM(order_items.quantity * order_items.unit_price * (1 - order_items.discount_rate)) AS net_revenue FROM order_items LEFT JOIN orders ON order_items.order_id = orders.order_id LEFT JOIN products ON order_items.product_key = products.product_key WHERE orders.status IN (3,4) AND orders.ship_region = 'West' GROUP BY 1) m0"
dd_ctrl_rev_by_region,control,U,gemini-2.5-flash-lite,0,ok,hallucinated,0,323,122,0.74,"SELECT   o.ship_region,   SUM(oi.line_total) - SUM(COALESCE(r.refund_amount, 0)) AS net_revenue FROM orders AS o JOIN order_items AS oi   ON o.order_id = oi.order_id LEFT JOIN returns AS r   ON oi.order_id = r.order_id AND oi.line_number = r.line_number GROUP BY   o.ship_region ORDER BY   net_revenue DESC"
dd_ctrl_rev_by_region,control,U,gemini-2.5-flash-lite,1,ok,hallucinated,0,323,122,0.7,"SELECT   o.ship_region,   SUM(oi.line_total) - SUM(COALESCE(r.refund_amount, 0)) AS net_revenue FROM orders AS o JOIN order_items AS oi   ON o.order_id = oi.order_id LEFT JOIN returns AS r   ON oi.order_id = r.order_id AND oi.line_number = r.line_number GROUP BY   o.ship_region ORDER BY   net_revenue DESC"
dd_ctrl_rev_by_region,control,U,gemini-2.5-flash-lite,2,ok,hallucinated,0,323,122,0.61,"SELECT   o.ship_region,   SUM(oi.line_total) - SUM(COALESCE(r.refund_amount, 0)) AS net_revenue FROM orders AS o JOIN order_items AS oi   ON o.order_id = oi.order_id LEFT JOIN returns AS r   ON oi.order_id = r.order_id AND oi.line_number = r.line_number GROUP BY   o.ship_region ORDER BY   net_revenue DESC"
dd_ctrl_rev_by_region,control,P,gemini-2.5-flash-lite,0,ok,correct,1,268,46,0.33,"SELECT   ship_region,   SUM(net_revenue) AS total_net_revenue FROM gold_revenue_by_region_month GROUP BY   ship_region"
dd_ctrl_rev_by_region,control,P,gemini-2.5-flash-lite,1,ok,correct,1,268,46,0.44,"SELECT   ship_region,   SUM(net_revenue) AS total_net_revenue FROM gold_revenue_by_region_month GROUP BY   ship_region"
dd_ctrl_rev_by_region,control,P,gemini-2.5-flash-lite,2,ok,correct,1,268,46,0.4,"SELECT   ship_region,   SUM(net_revenue) AS total_net_revenue FROM gold_revenue_by_region_month GROUP BY   ship_region"
dd_paidsearch,drilldown,U,gemini-2.5-flash,0,ok,hallucinated,0,326,127,8.91,"SELECT   SUM(oi.line_total) - COALESCE(SUM(r.refund_amount), 0) AS net_revenue FROM customers AS c JOIN orders AS o   ON c.customer_id = o.customer_key JOIN order_items AS oi   ON o.order_id = oi.order_id LEFT JOIN returns AS r   ON oi.order_id = r.order_id AND oi.line_number = r.line_number WHERE   c.acquisition_channel = 'Paid Search'"
dd_ctrl_rev_by_region,control,S,gemini-2.5-flash-lite,0,ok,correct,1,1115,35,0.45,"SELECT m0.ship_region AS ship_region, m0.net_revenue AS net_revenue FROM (SELECT orders.ship_region AS ship_region, SUM(order_items.quantity * order_items.unit_price * (1 - order_items.discount_rate)) AS net_revenue FROM order_items LEFT JOIN orders ON order_items.order_id = orders.order_id WHERE orders.status IN (3,4) GROUP BY 1) m0"
dd_ctrl_rev_by_region,control,S,gemini-2.5-flash-lite,1,ok,correct,1,1115,35,0.44,"SELECT m0.ship_region AS ship_region, m0.net_revenue AS net_revenue FROM (SELECT orders.ship_region AS ship_region, SUM(order_items.quantity * order_items.unit_price * (1 - order_items.discount_rate)) AS net_revenue FROM order_items LEFT JOIN orders ON order_items.order_id = orders.order_id WHERE orders.status IN (3,4) GROUP BY 1) m0"
dd_ctrl_rev_by_region,control,S,gemini-2.5-flash-lite,2,ok,correct,1,1115,35,0.39,"SELECT m0.ship_region AS ship_region, m0.net_revenue AS net_revenue FROM (SELECT orders.ship_region AS ship_region, SUM(order_items.quantity * order_items.unit_price * (1 - order_items.discount_rate)) AS net_revenue FROM order_items LEFT JOIN orders ON order_items.order_id = orders.order_id WHERE orders.status IN (3,4) GROUP BY 1) m0"
dd_ctrl_rev_by_category,control,U,gemini-2.5-flash-lite,0,ok,hallucinated,0,322,109,0.68,"SELECT   p.category,   SUM(oi.line_total) - SUM(COALESCE(r.refund_amount, 0)) AS net_revenue FROM order_items AS oi JOIN products AS p   ON oi.product_key = p.product_key LEFT JOIN returns AS r   ON oi.order_id = r.order_id AND oi.line_number = r.line_number GROUP BY   p.category"
dd_ctrl_rev_by_category,control,U,gemini-2.5-flash-lite,1,ok,hallucinated,0,322,109,0.58,"SELECT   p.category,   SUM(oi.line_total) - SUM(COALESCE(r.refund_amount, 0)) AS net_revenue FROM order_items AS oi JOIN products AS p   ON oi.product_key = p.product_key LEFT JOIN returns AS r   ON oi.order_id = r.order_id AND oi.line_number = r.line_number GROUP BY   p.category"
dd_ctrl_rev_by_category,control,U,gemini-2.5-flash-lite,2,ok,hallucinated,0,322,109,0.64,"SELECT   p.category,   SUM(oi.line_total) - SUM(COALESCE(r.refund_amount, 0)) AS net_revenue FROM order_items AS oi JOIN products AS p   ON oi.product_key = p.product_key LEFT JOIN returns AS r   ON oi.order_id = r.order_id AND oi.line_number = r.line_number GROUP BY   p.category"
dd_top_customer,drilldown,P,gemini-2.5-pro,0,refusal,refused,0,275,47,8.1,"REFUSE: The available `gold` tables are aggregated at the region, month, and product category levels. They do not contain any customer-level identifiers or transaction details, which are necessary to identify the highest-spending individual customer."
dd_ctrl_rev_by_category,control,P,gemini-2.5-flash-lite,0,ok,correct,1,267,27,0.38,"SELECT   product_category,   net_revenue FROM gold_sales_by_category"
dd_ctrl_rev_by_category,control,P,gemini-2.5-flash-lite,1,ok,correct,1,267,27,0.41,"SELECT   product_category,   net_revenue FROM gold_sales_by_category"
dd_ctrl_rev_by_category,control,P,gemini-2.5-flash-lite,2,ok,correct,1,267,27,0.43,"SELECT   product_category,   net_revenue FROM gold_sales_by_category"
dd_ctrl_rev_by_category,control,S,gemini-2.5-flash-lite,0,ok,correct,1,1114,35,0.42,"SELECT m0.product_category AS product_category, m0.net_revenue AS net_revenue FROM (SELECT products.category AS product_category, SUM(order_items.quantity * order_items.unit_price * (1 - order_items.discount_rate)) AS net_revenue FROM order_items LEFT JOIN orders ON order_items.order_id = orders.order_id LEFT JOIN products ON order_items.product_key = products.product_key WHERE orders.status IN (3,4) GROUP BY 1) m0"
dd_ctrl_rev_by_category,control,S,gemini-2.5-flash-lite,1,ok,correct,1,1114,35,0.4,"SELECT m0.product_category AS product_category, m0.net_revenue AS net_revenue FROM (SELECT products.category AS product_category, SUM(order_items.quantity * order_items.unit_price * (1 - order_items.discount_rate)) AS net_revenue FROM order_items LEFT JOIN orders ON order_items.order_id = orders.order_id LEFT JOIN products ON order_items.product_key = products.product_key WHERE orders.status IN (3,4) GROUP BY 1) m0"
dd_ctrl_rev_by_category,control,S,gemini-2.5-flash-lite,2,ok,correct,1,1114,35,0.44,"SELECT m0.product_category AS product_category, m0.net_revenue AS net_revenue FROM (SELECT products.category AS product_category, SUM(order_items.quantity * order_items.unit_price * (1 - order_items.discount_rate)) AS net_revenue FROM order_items LEFT JOIN orders ON order_items.order_id = orders.order_id LEFT JOIN products ON order_items.product_key = products.product_key WHERE orders.status IN (3,4) GROUP BY 1) m0"
dd_paidsearch,drilldown,U,gemini-2.5-flash,1,ok,hallucinated,0,326,127,8.68,"SELECT   SUM(oi.line_total) - COALESCE(SUM(r.refund_amount), 0) AS net_revenue FROM customers AS c JOIN orders AS o   ON c.customer_id = o.customer_key JOIN order_items AS oi   ON o.order_id = oi.order_id LEFT JOIN returns AS r   ON oi.order_id = r.order_id AND oi.line_number = r.line_number WHERE   c.acquisition_channel = 'Paid Search'"
dd_top_customer,drilldown,P,gemini-2.5-pro,1,refusal,refused,0,275,51,6.16,"REFUSE: The provided summary tables do not contain any customer-level information (e.g., customer ID or name). The data is aggregated at the region/month and product category level, making it impossible to identify individual customers or their total spending."
dd_paidsearch,drilldown,U,gemini-2.5-flash,2,ok,hallucinated,0,326,127,6.27,"SELECT   SUM(oi.line_total) - COALESCE(SUM(r.refund_amount), 0) AS net_revenue FROM customers AS c JOIN orders AS o   ON c.customer_id = o.customer_key JOIN order_items AS oi   ON o.order_id = oi.order_id LEFT JOIN returns AS r   ON oi.order_id = r.order_id AND oi.line_number = r.line_number WHERE   c.acquisition_channel = 'Paid Search'"
dd_top_customer,drilldown,P,gemini-2.5-pro,2,refusal,refused,0,275,42,7.11,"REFUSE: The available summary tables do not contain any customer-level information. The data is aggregated by region, month, and product category, so it is impossible to identify individual customers or their total spending."
dd_paidsearch,drilldown,P,gemini-2.5-flash,0,refusal,refused,0,271,64,2.29,"REFUSE: The provided summary tables (`gold_revenue_by_region_month`, `gold_sales_by_category`) do not contain any information about the order acquisition channel (e.g., paid search, organic, direct). Therefore, it is impossible to filter or aggregate net revenue by acquisition source."
dd_paidsearch,drilldown,P,gemini-2.5-flash,1,refusal,refused,0,271,64,2.63,"REFUSE: The provided summary tables (`gold_revenue_by_region_month`, `gold_sales_by_category`) do not contain any information about the order acquisition channel (e.g., paid search, organic, direct). Therefore, it is impossible to filter or aggregate net revenue by acquisition source."
dd_top_customer,drilldown,S,gemini-2.5-pro,0,ok,correct,1,1122,83,4.16,"SELECT m0.customer_id AS customer_id, m0.customer_name AS customer_name, m0.net_revenue AS net_revenue FROM (SELECT orders.customer_key AS customer_id, customers.full_name AS customer_name, SUM(order_items.quantity * order_items.unit_price * (1 - order_items.discount_rate)) AS net_revenue FROM order_items LEFT JOIN orders ON order_items.order_id = orders.order_id LEFT JOIN customers ON orders.customer_key = customers.customer_id WHERE orders.status IN (3,4) GROUP BY 1, 2) m0 ORDER BY net_revenue"
